group,function,value,sample_time_nanos,iteration_count
cir_mgf_analytical_numerical,analytical,512,1076727.0,10062
cir_mgf_analytical_numerical,analytical,512,1782344.0,20124
cir_mgf_analytical_numerical,analytical,512,3123677.0,30186
cir_mgf_analytical_numerical,analytical,512,4222005.0,40248
cir_mgf_analytical_numerical,analytical,512,5185828.0,50310
cir_mgf_analytical_numerical,analytical,512,6142752.0,60372
cir_mgf_analytical_numerical,analytical,512,7037174.0,70434
cir_mgf_analytical_numerical,analytical,512,7481285.0,80496
cir_mgf_analytical_numerical,analytical,512,8717416.0,90558
cir_mgf_analytical_numerical,analytical,512,9648139.0,100620
cir_mgf_analytical_numerical,analytical,512,10240053.0,110682
cir_mgf_analytical_numerical,analytical,512,11115575.0,120744
cir_mgf_analytical_numerical,analytical,512,12486209.0,130806
cir_mgf_analytical_numerical,analytical,512,13763141.0,140868
cir_mgf_analytical_numerical,analytical,512,15661987.0,150930
cir_mgf_analytical_numerical,analytical,512,16614811.0,160992
cir_mgf_analytical_numerical,analytical,512,17482433.0,171054
cir_mgf_analytical_numerical,analytical,512,17915543.0,181116
cir_mgf_analytical_numerical,analytical,512,18982470.0,191178
cir_mgf_analytical_numerical,analytical,512,20466306.0,201240
cir_mgf_analytical_numerical,analytical,512,20791615.0,211302
cir_mgf_analytical_numerical,analytical,512,21250325.0,221364
cir_mgf_analytical_numerical,analytical,512,23313177.0,231426
cir_mgf_analytical_numerical,analytical,512,21996945.0,241488
cir_mgf_analytical_numerical,analytical,512,23469580.0,251550
cir_mgf_analytical_numerical,analytical,512,25485631.0,261612
cir_mgf_analytical_numerical,analytical,512,27380977.0,271674
cir_mgf_analytical_numerical,analytical,512,28098296.0,281736
cir_mgf_analytical_numerical,analytical,512,29452228.0,291798
cir_mgf_analytical_numerical,analytical,512,29551332.0,301860
cir_mgf_analytical_numerical,analytical,512,31600581.0,311922
cir_mgf_analytical_numerical,analytical,512,32836713.0,321984
cir_mgf_analytical_numerical,analytical,512,32191796.0,332046
cir_mgf_analytical_numerical,analytical,512,33000017.0,342108
cir_mgf_analytical_numerical,analytical,512,35137669.0,352170
cir_mgf_analytical_numerical,analytical,512,36334199.0,362232
cir_mgf_analytical_numerical,analytical,512,37553230.0,372294
cir_mgf_analytical_numerical,analytical,512,36614006.0,382356
cir_mgf_analytical_numerical,analytical,512,37420425.0,392418
cir_mgf_analytical_numerical,analytical,512,41258521.0,402480
cir_mgf_analytical_numerical,analytical,512,39105967.0,412542
cir_mgf_analytical_numerical,analytical,512,39892087.0,422604
cir_mgf_analytical_numerical,analytical,512,42020040.0,432666
cir_mgf_analytical_numerical,analytical,512,40668606.0,442728
cir_mgf_analytical_numerical,analytical,512,44834609.0,452790
cir_mgf_analytical_numerical,analytical,512,44295695.0,462852
cir_mgf_analytical_numerical,analytical,512,48301195.0,472914
cir_mgf_analytical_numerical,analytical,512,47238569.0,482976
cir_mgf_analytical_numerical,analytical,512,47878784.0,493038
cir_mgf_analytical_numerical,analytical,512,47984287.0,503100
cir_mgf_analytical_numerical,analytical,512,51388471.0,513162
cir_mgf_analytical_numerical,analytical,512,49549426.0,523224
cir_mgf_analytical_numerical,analytical,512,54224541.0,533286
cir_mgf_analytical_numerical,analytical,512,53867533.0,543348
cir_mgf_analytical_numerical,analytical,512,57243416.0,553410
cir_mgf_analytical_numerical,analytical,512,56816705.0,563472
cir_mgf_analytical_numerical,analytical,512,57799730.0,573534
cir_mgf_analytical_numerical,analytical,512,58556249.0,583596
cir_mgf_analytical_numerical,analytical,512,59269966.0,593658
cir_mgf_analytical_numerical,analytical,512,61107811.0,603720
cir_mgf_analytical_numerical,analytical,512,61213815.0,613782
cir_mgf_analytical_numerical,analytical,512,64963707.0,623844
cir_mgf_analytical_numerical,analytical,512,65780727.0,633906
cir_mgf_analytical_numerical,analytical,512,65995132.0,643968
cir_mgf_analytical_numerical,analytical,512,68009583.0,654030
cir_mgf_analytical_numerical,analytical,512,67848578.0,664092
cir_mgf_analytical_numerical,analytical,512,68434293.0,674154
cir_mgf_analytical_numerical,analytical,512,64616698.0,684216
cir_mgf_analytical_numerical,analytical,512,68127085.0,694278
cir_mgf_analytical_numerical,analytical,512,69702325.0,704340
cir_mgf_analytical_numerical,analytical,512,72804001.0,714402
cir_mgf_analytical_numerical,analytical,512,73611520.0,724464
cir_mgf_analytical_numerical,analytical,512,75130259.0,734526
cir_mgf_analytical_numerical,analytical,512,75355564.0,744588
cir_mgf_analytical_numerical,analytical,512,77045906.0,754650
cir_mgf_analytical_numerical,analytical,512,76371189.0,764712
cir_mgf_analytical_numerical,analytical,512,78837650.0,774774
cir_mgf_analytical_numerical,analytical,512,75235561.0,784836
cir_mgf_analytical_numerical,analytical,512,80208384.0,794898
cir_mgf_analytical_numerical,analytical,512,81225310.0,804960
cir_mgf_analytical_numerical,analytical,512,81996128.0,815022
cir_mgf_analytical_numerical,analytical,512,83308161.0,825084
cir_mgf_analytical_numerical,analytical,512,82988353.0,835146
cir_mgf_analytical_numerical,analytical,512,86536540.0,845208
cir_mgf_analytical_numerical,analytical,512,86106430.0,855270
cir_mgf_analytical_numerical,analytical,512,85445814.0,865332
cir_mgf_analytical_numerical,analytical,512,89210607.0,875394
cir_mgf_analytical_numerical,analytical,512,90025927.0,885456
cir_mgf_analytical_numerical,analytical,512,89525814.0,895518
cir_mgf_analytical_numerical,analytical,512,88561191.0,905580
cir_mgf_analytical_numerical,analytical,512,93591715.0,915642
cir_mgf_analytical_numerical,analytical,512,94451436.0,925704
cir_mgf_analytical_numerical,analytical,512,97219305.0,935766
cir_mgf_analytical_numerical,analytical,512,94488138.0,945828
cir_mgf_analytical_numerical,analytical,512,95168454.0,955890
cir_mgf_analytical_numerical,analytical,512,94976249.0,965952
cir_mgf_analytical_numerical,analytical,512,99557563.0,976014
cir_mgf_analytical_numerical,analytical,512,102465235.0,986076
cir_mgf_analytical_numerical,analytical,512,104204477.0,996138
cir_mgf_analytical_numerical,analytical,512,104875494.0,1006200
